ID,User ID,# of Products,Cost
b51189a6-c1b6-4120-8b83-ce3a5c235368,83185327-2e55-4882-ba6f-37fe79be9a69,7,575.4258063621819
0241f366-5c42-4f2d-88f4-57e7e79fef43,0234b48d-9d11-491d-aabe-2fc3d3f13c82,2,2837.468995526433
5b582dca-02d3-4f3d-8a6d-fc52e6e9227d,87259e8e-1fd0-4575-8141-be76c772b098,7,1228.4231749596074
1a8bcf18-66d1-4197-88c3-243fad0f0033,50c7602d-63ec-4d88-a034-bbd75158f640,7,1440.4312296770513
481f0ef4-3265-459d-8aba-e316023d736c,d8fc4864-d598-40fd-ad33-5a43649cbc22,3,4249.886999628507
d0e3875a-d260-4267-a281-a53fe8aaed50,ff5229c1-217a-4e12-a692-a521fc6da950,9,4159.463869617321
68fe56c6-ef92-4e27-9974-f2745eca91d0,f8f654fe-cfea-416b-a1c7-691095011ff1,2,2070.198841369711
14a2cd8e-8aea-46b2-b955-fb01f2504228,6aa5cb9e-d002-48fb-9259-79fd54e1099f,1,4936.179490853101
d15d1343-cf16-45da-86f7-6f4cf7079d5c,ed3d1ea4-90f3-496a-a8c7-29f73eeeeff3,5,2485.4896066710353
decab60a-3148-4bb9-a5f8-88fa5924e7e8,e55791a0-1f7a-4307-a489-3c3a4964c413,8,3713.99933968205
edb7c875-2ef7-45dd-9c81-147c7ca8e353,a4cb7818-ec85-4d66-b70f-b02d7a8e9452,6,2130.816412321292
240b7a14-6ebc-470b-ad27-d236c722ad67,9469acfa-0fd8-43ea-acae-6b4fdacd2e82,9,2536.158041469753
a998fffb-e2e1-48d6-890e-b341e867d5e2,744a3e14-f177-4371-a08a-18f72eedc8a7,2,1522.7636006195098
f2cfe052-5680-4a68-961e-43e60438c615,3dede19b-2972-42ce-8a56-ed80f414d4d4,3,2770.4167526215315
03ba538f-981d-41aa-a553-be018c9b8a01,80b2bd2d-a96c-43da-a56f-e856ac07f9be,4,4910.341388755478
a29303f0-f7ee-495e-ac5c-18edd53dad50,797d626f-e8e9-4eae-8048-db484f86cecc,7,2914.8863347014412
2ca34a66-f673-4957-adae-377a23a4244d,200a4489-105a-474c-9899-62215bd4acff,10,4513.081375742331
bc65d513-d588-4292-aadb-f8aa5d1cc852,52c47ca7-34d2-4ec5-9644-70441f939070,7,1676.3112530810758
b72837bc-08d6-442d-bab2-a127afc012e4,d5b2a708-f342-495a-b725-113cbe052893,2,2397.1117180073634
80b9e236-b49a-4523-be4d-2014ce43e083,7d5efc57-60c9-462c-a815-a4dce7ef5b3e,10,2071.18133592885
52d3a3a4-2955-41cf-a9e3-7de9be3bd359,3692a350-eaae-452a-9603-c2ca961d181b,5,3835.4812746169046
71f79b13-9091-4cd7-a4ea-2af32973e0c5,fc065d98-0fe9-4a36-adc2-5dabc4c51c90,10,1060.0383829325438
e2b42681-eb08-438e-88a2-140d71925637,4665c634-b7c5-4d4a-ae89-0b5f73e4ad29,3,2775.0703471479937
329ea5c6-cf5e-470d-b3ff-1f03a3e483cb,2f8c93a3-cb8a-4dd0-85fc-a1d847e4406d,9,663.4685450233519
d01b6073-567f-4168-8844-c36e8f750396,b6e3fcc7-ea1f-4073-9984-248301a6d485,2,1536.0717562725767
ca36ec62-fb9a-492b-8f17-0737697a94a5,3f7d4ebc-bb74-4d26-96ff-5cd1c3872da4,9,4768.985218508169
bac46e39-95c8-4c95-a6b8-a80110e1491b,3c4bb678-94d6-4e73-8974-e8eb6354e768,9,3759.864082513377
e2a50136-8873-48bb-84d8-52ea34aa8868,666c5e1b-7af9-43ed-8675-5c1fcc8f9bec,6,2133.242348348722
ed2ce3d5-76cd-4e17-99f9-3e29b9330943,0f521b0f-1fb9-442f-b9e2-c04b0e21f785,9,574.3014149367809
6df0b51b-b05f-49d9-93b8-3e097d4329cf,498fe89f-9c57-4dc0-8665-7ca6deaef311,4,1867.8888583555818
0a7d6d30-b9e7-4772-afde-834cbb60d3c5,b0592235-08f1-4358-b574-2cf3cda9dfa7,8,2692.4531899159774
4db02883-98ce-4459-908b-431ee4eb64ca,238edc00-e686-4db3-9dc4-f073f00572e1,5,3496.8831540783867
2a748c3d-28e1-4d8b-b4f2-4c693eddf1e4,8aad99e6-b7e8-4cab-add9-adb6d3cf8767,3,3368.221822520718
0318a6e3-fa95-444d-b350-cf61150c28c2,d203bfc5-2eed-49a1-a2a1-e356e454c45b,3,1662.9535619867966
ade40797-0142-43ee-93ef-1752f5694891,eb5460e7-bdd1-4032-9e63-45679a3c9c3b,3,4986.3155477214605
3706381b-c59a-4717-b080-6e98aeeff612,4578d02b-9304-42bc-899e-a9e1c5f6dd56,6,4003.421872272156
eb4f3a12-0802-4168-97d7-bf44b89aac3c,d66c90d2-fe75-44bf-93ab-461f4160f1ee,2,3980.4007679689676
bbe92168-2b93-482a-879a-5abd3119c233,73bb3559-5d43-479c-8d41-6ded779e746e,3,3794.229699578136
91390a9e-dece-4002-9f24-dee2ca88d7e1,95e9b063-e7d5-4c12-90e8-a50e63932f2a,10,4992.803812050261
5ac6203d-0276-4931-a2be-5d297628901a,0e3abd55-0dab-4c81-98ab-ca841ddfaabf,9,4195.531196054071
dab720e6-842a-4dac-84a3-ba6a6c32557c,cabd19c1-63bb-4adf-953a-72247432b62d,5,4509.220619802363
7de268f4-8ee8-4b8c-b6bb-26800ffab637,d8ac335c-483c-436a-a8cc-961624ad79dd,3,3438.0010451423004
887416ce-78dd-4e09-bebc-ffa66fc9abc9,95ee1df9-3e0e-4697-9b35-d2e3b68b62cf,1,244.1774953622371
85abb061-8575-4c1f-a145-bdc4a0e27059,824929cc-6390-41d1-9f48-5199540040f2,1,2859.760284051299
a8cedc22-8286-4bc5-a1e8-5439258a678d,38158d9e-6276-4142-ae34-213bb0759d10,8,339.3774681026116
da887021-801d-401f-a241-68ebacfb09c9,18b772c6-ebdf-4f89-80e7-ca13a38bc999,8,4863.659013947472
86a056e3-19cb-43ff-8a4d-14225dc62fed,27f44bde-90f6-4e24-82f3-1ebbf738e1f8,3,3420.119819859974
0dc5d46b-3e99-4dc1-b14e-6817ccee4c04,6cdd63f1-3466-4eec-be56-14e6a43fff27,1,4181.464636698365
75174d8a-409b-4c25-ae6a-2d7808b9b52f,839244bc-fdb2-496a-9e56-da0ba0147553,5,1361.390663869679
9dc518d8-537a-4c6f-aeac-f7df87520500,40a0f21b-45f5-476c-b368-56491d3c54ed,9,2922.3038046853617
d5ea5f38-62f5-4b8a-9b95-abedbf003c59,040d4365-c4ea-44ca-bb75-decd36fc34d9,1,945.3606283990666
d601c75b-1f47-4694-840f-f841cf159591,0c7bd423-852b-4f1a-a3b4-ab22f7360856,4,2362.343047489412
252d338e-eaaa-4eeb-b54a-70841984c648,12adfaca-a747-463a-b106-e4f6ef61f637,7,2704.723473172635
d838c40c-9bac-47bf-92ad-cf4775d95aca,84fb0bd8-746c-4c3f-b683-12ecccb2d609,2,2479.6046915231273
a2225267-e78f-47be-879e-00f64e3276d8,21bb2b89-0454-471e-b847-6744c1f5eb0c,9,1568.8330817269161
a5736c15-6ff5-4e68-a0a9-f14e89331a55,1abdfd03-138e-4e54-9600-08bc1a41ac5e,3,3268.3887909166515
36255391-ff47-4f02-974d-dde309011243,15e3abe4-4b8a-422c-aba1-0c845b1aecd0,1,2735.9138272702694
734fb961-d919-4b1f-9163-64d95a83c801,bfc1d108-4055-47fc-912b-44808075c32b,10,1129.995371378027
63fe8a15-0f6e-4834-8c5f-2c832634c5a1,81b861b7-60c8-4672-9b66-2491054836e8,3,1487.1954345377162
da49dff1-0505-44df-bf47-4c234b544c32,7e2faed6-dfb4-40b0-ac20-3d83b4c84b7e,6,1665.5383721692488
dcadede0-e382-4c7e-b3bd-990befd64209,c4383a79-342d-4bc5-8050-71f1d1a7949f,4,3524.537270469591
